"","X","Fips","year","qtr","state","gdp","revenuepop","rev_state_total","rev_local_total","popestimate","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","avg_wkly_wage"
"9831",9831,49,2007,1,"Utah",112290,3500,9563.184,5243.295,2597746,84674,1184009,1191435,1203444,10786697400,7515820121,696
"9832",9832,49,2007,2,"Utah",116367,3500,9563.184,5243.295,2597746,85940,1213196,1221926,1233255,11096789051,5737154983,698
"9833",9833,49,2007,3,"Utah",117297,3500,9563.184,5243.295,2597746,86809,1217162,1227088,1230453,11091605858,4049917102,697
"9834",9834,49,2007,4,"Utah",117972,3500,9563.184,5243.295,2597746,87902,1230003,1237442,1241076,12201428258,3079512708,759
"9835",9835,49,2008,1,"Utah",115801,3519,9719.658,5377.852,2663029,86328,1209839,1212896,1218528,11334157658,7925129218,718
"9836",9836,49,2008,2,"Utah",117648,3519,9719.658,5377.852,2663029,86534,1224837,1228847,1234158,11438337668,5933689966,716
"9837",9837,49,2008,3,"Utah",117178,3519,9719.658,5377.852,2663029,87088,1217515,1226216,1229021,11407205189,4174252940,717
"9838",9838,49,2008,4,"Utah",113841,3519,9719.658,5377.852,2663029,88040,1222265,1215452,1213048,12196277621,2980769498,771
"9839",9839,49,2009,1,"Utah",114228,3257,8983.374,5439.995,2723421,85061,1169117,1162821,1161719,11005957734,7606617487,727
"9840",9840,49,2009,2,"Utah",112648,3257,8983.374,5439.995,2723421,85071,1160615,1162374,1163657,10929807699,5571539879,723
"9841",9841,49,2009,3,"Utah",112618,3257,8983.374,5439.995,2723421,84727,1142741,1148136,1155083,10805681110,3854808596,724
"9842",9842,49,2009,4,"Utah",113282,3257,8983.374,5439.995,2723421,85426,1155103,1154018,1157064,11961869016,2870363981,796
"9843",9843,49,2010,1,"Utah",115940,3121,8998.935,5387.972,2775326,82170,1125433,1125566,1134717,10677832322,7257969083,728
"9844",9844,49,2010,2,"Utah",115867,3121,8998.935,5387.972,2775326,82677,1148670,1156301,1160258,11003663294,5681211093,733
"9845",9845,49,2010,3,"Utah",118203,3121,8998.935,5387.972,2775326,83142,1145708,1151800,1159831,11105765803,4065277811,741
"9846",9846,49,2010,4,"Utah",120846,3121,8998.935,5387.972,2775326,84472,1164200,1166247,1170113,12538722110,3062900322,827
"9847",9847,49,2011,1,"Utah",121731,3288,9510.679,5810.185,2816124,82351,1144448,1148635,1156158,11260888289,7637438920,753
"9848",9848,49,2011,2,"Utah",123684,3288,9510.679,5810.185,2816124,82973,1172870,1175474,1182913,11574485088,5848220406,756
"9849",9849,49,2011,3,"Utah",124711,3288,9510.679,5810.185,2816124,83780,1172883,1181346,1191571,11981183186,4305620995,780
"9850",9850,49,2011,4,"Utah",125999,3288,9510.679,5810.185,2816124,85076,1193847,1196577,1201634,12572429588,3076236516,808
"9851",9851,49,2012,1,"Utah",127440,3346,9688.944,5899.79,2855782,83481,1176329,1183189,1193684,12298210028,8347856070,799
"9852",9852,49,2012,2,"Utah",127828,3346,9688.944,5899.79,2855782,84543,1207742,1218827,1225212,12121600638,6211989129,766
"9853",9853,49,2012,3,"Utah",127602,3346,9688.944,5899.79,2855782,85614,1209647,1220859,1230016,12165592065,4367002840,767
"9854",9854,49,2012,4,"Utah",129201,3346,9688.944,5899.79,2855782,86848,1235825,1244414,1246051,13635351047,3323173602,844
"9855",9855,49,2013,1,"Utah",131381,3526,10506.594,5964.149,2902663,85505,1216524,1224083,1233147,12798420128,8784488262,804
"9856",9856,49,2013,2,"Utah",132370,3526,10506.594,5964.149,2902663,86827,1248099,1256484,1260758,12777363222,6594725232,783
"9857",9857,49,2013,3,"Utah",134180,3526,10506.594,5964.149,2902663,87989,1250404,1259072,1265380,12939010441,4676972946,791
"9858",9858,49,2013,4,"Utah",135164,3526,10506.594,5964.149,2902663,89776,1274226,1281810,1284999,13916353128,3585017593,836
"9859",9859,49,2014,1,"Utah",137995,3506,10767.744,6181.089,2941836,88272,1256914,1263027,1271534,13658804401,9293680605,831
"9860",9860,49,2014,2,"Utah",139998,3506,10767.744,6181.089,2941836,89402,1282451,1290273,1295926,13351560368,6928384047,796
"9861",9861,49,2014,3,"Utah",141894,3506,10767.744,6181.089,2941836,90533,1283137,1296272,1305471,13517477057,4943850559,803
"9862",9862,49,2014,4,"Utah",143537,3506,10767.744,6181.089,2941836,92391,1313345,1319136,1324820,14946833021,3881345989,872
"9863",9863,49,2015,1,"Utah",146112,3628,11462.669,6297.567,2990632,91237,1299820,1308055,1318567,14367503133,9860581149,844
"9864",9864,49,2015,2,"Utah",148582,3628,11462.669,6297.567,2990632,92411,1328688,1337594,1345033,14269733510,7401585564,821
"9865",9865,49,2015,3,"Utah",149768,3628,11462.669,6297.567,2990632,93673,1336883,1346011,1355363,14505122449,5340101884,829
"9866",9866,49,2015,4,"Utah",151832,3628,11462.669,6297.567,2990632,95356,1365523,1370123,1375435,16270520420,4185102883,913
"9867",9867,49,2016,1,"Utah",154158,NA,NA,NA,3051217,93968,1348136,1358101,1368710,14984977106,10384507523,849
"9868",9868,49,2016,2,"Utah",155930,NA,NA,NA,3051217,95065,1380541,1386632,1393509,15148718469,7986063031,840
"9869",9869,49,2016,3,"Utah",158947,NA,NA,NA,3051217,96634,1388430,1395938,1407439,15998693181,5868209037,881
"9870",9870,49,2016,4,"Utah",161646,NA,NA,NA,3051217,97937,1411490,1413333,1414274,16720724595,4259083258,910
"9871",9871,49,2017,1,"Utah",162962,NA,NA,NA,NA,96508,1391331,1399969,1411510,16481179059,11351919215,905
"9872",9872,49,2017,2,"Utah",165086,NA,NA,NA,NA,98478,1420549,1428782,1440251,16015712284,8447502809,862
"9873",9873,49,2017,3,"Utah",167462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9874",9874,50,1963,1,"Vermont",993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9875",9875,50,1963,2,"Vermont",993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9876",9876,50,1963,3,"Vermont",993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9877",9877,50,1963,4,"Vermont",993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9878",9878,50,1964,1,"Vermont",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9879",9879,50,1964,2,"Vermont",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9880",9880,50,1964,3,"Vermont",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9881",9881,50,1964,4,"Vermont",1090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9882",9882,50,1965,1,"Vermont",1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9883",9883,50,1965,2,"Vermont",1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9884",9884,50,1965,3,"Vermont",1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9885",9885,50,1965,4,"Vermont",1208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9886",9886,50,1966,1,"Vermont",1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9887",9887,50,1966,2,"Vermont",1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9888",9888,50,1966,3,"Vermont",1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9889",9889,50,1966,4,"Vermont",1435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9890",9890,50,1967,1,"Vermont",1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9891",9891,50,1967,2,"Vermont",1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9892",9892,50,1967,3,"Vermont",1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9893",9893,50,1967,4,"Vermont",1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9894",9894,50,1968,1,"Vermont",1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9895",9895,50,1968,2,"Vermont",1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9896",9896,50,1968,3,"Vermont",1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9897",9897,50,1968,4,"Vermont",1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9898",9898,50,1969,1,"Vermont",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9899",9899,50,1969,2,"Vermont",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9900",9900,50,1969,3,"Vermont",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9901",9901,50,1969,4,"Vermont",1798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9902",9902,50,1970,1,"Vermont",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9903",9903,50,1970,2,"Vermont",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9904",9904,50,1970,3,"Vermont",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9905",9905,50,1970,4,"Vermont",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9906",9906,50,1971,1,"Vermont",2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9907",9907,50,1971,2,"Vermont",2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9908",9908,50,1971,3,"Vermont",2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9909",9909,50,1971,4,"Vermont",2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9910",9910,50,1972,1,"Vermont",2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9911",9911,50,1972,2,"Vermont",2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9912",9912,50,1972,3,"Vermont",2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9913",9913,50,1972,4,"Vermont",2294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9914",9914,50,1973,1,"Vermont",2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9915",9915,50,1973,2,"Vermont",2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9916",9916,50,1973,3,"Vermont",2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9917",9917,50,1973,4,"Vermont",2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9918",9918,50,1974,1,"Vermont",2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9919",9919,50,1974,2,"Vermont",2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9920",9920,50,1974,3,"Vermont",2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9921",9921,50,1974,4,"Vermont",2577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9922",9922,50,1975,1,"Vermont",2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9923",9923,50,1975,2,"Vermont",2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9924",9924,50,1975,3,"Vermont",2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9925",9925,50,1975,4,"Vermont",2807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9926",9926,50,1976,1,"Vermont",3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9927",9927,50,1976,2,"Vermont",3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9928",9928,50,1976,3,"Vermont",3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9929",9929,50,1976,4,"Vermont",3222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9930",9930,50,1977,1,"Vermont",3347,790.729674796748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9931",9931,50,1977,2,"Vermont",3347,790.729674796748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9932",9932,50,1977,3,"Vermont",3347,790.729674796748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9933",9933,50,1977,4,"Vermont",3347,790.729674796748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9934",9934,50,1978,1,"Vermont",3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9935",9935,50,1978,2,"Vermont",3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9936",9936,50,1978,3,"Vermont",3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9937",9937,50,1978,4,"Vermont",3942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9938",9938,50,1979,1,"Vermont",4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9939",9939,50,1979,2,"Vermont",4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9940",9940,50,1979,3,"Vermont",4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9941",9941,50,1979,4,"Vermont",4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9942",9942,50,1980,1,"Vermont",4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9943",9943,50,1980,2,"Vermont",4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9944",9944,50,1980,3,"Vermont",4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9945",9945,50,1980,4,"Vermont",4856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9946",9946,50,1981,1,"Vermont",5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9947",9947,50,1981,2,"Vermont",5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9948",9948,50,1981,3,"Vermont",5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9949",9949,50,1981,4,"Vermont",5436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9950",9950,50,1982,1,"Vermont",5755,1098.13487475915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9951",9951,50,1982,2,"Vermont",5755,1098.13487475915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9952",9952,50,1982,3,"Vermont",5755,1098.13487475915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9953",9953,50,1982,4,"Vermont",5755,1098.13487475915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9954",9954,50,1983,1,"Vermont",6269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9955",9955,50,1983,2,"Vermont",6269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9956",9956,50,1983,3,"Vermont",6269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9957",9957,50,1983,4,"Vermont",6269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9958",9958,50,1984,1,"Vermont",6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9959",9959,50,1984,2,"Vermont",6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9960",9960,50,1984,3,"Vermont",6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9961",9961,50,1984,4,"Vermont",6895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9962",9962,50,1985,1,"Vermont",7524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9963",9963,50,1985,2,"Vermont",7524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9964",9964,50,1985,3,"Vermont",7524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9965",9965,50,1985,4,"Vermont",7524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9966",9966,50,1986,1,"Vermont",8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9967",9967,50,1986,2,"Vermont",8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9968",9968,50,1986,3,"Vermont",8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9969",9969,50,1986,4,"Vermont",8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9970",9970,50,1987,1,"Vermont",9157,1828.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9971",9971,50,1987,2,"Vermont",9157,1828.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9972",9972,50,1987,3,"Vermont",9157,1828.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9973",9973,50,1987,4,"Vermont",9157,1828.11111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9974",9974,50,1988,1,"Vermont",10259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9975",9975,50,1988,2,"Vermont",10259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9976",9976,50,1988,3,"Vermont",10259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9977",9977,50,1988,4,"Vermont",10259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9978",9978,50,1989,1,"Vermont",11120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9979",9979,50,1989,2,"Vermont",11120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9980",9980,50,1989,3,"Vermont",11120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9981",9981,50,1989,4,"Vermont",11120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9982",9982,50,1990,1,"Vermont",11674,NA,NA,NA,564798,21633,253978,252203,251736,1271183862,0,387
"9983",9983,50,1990,2,"Vermont",11674,NA,NA,NA,564798,21710,245651,248383,252498,1281359413,0,396
"9984",9984,50,1990,3,"Vermont",11674,NA,NA,NA,564798,21797,246662,248234,255306,1266529581,0,390
"9985",9985,50,1990,4,"Vermont",11674,NA,NA,NA,564798,21825,254497,249728,251190,1345854785,0,411
"9986",9986,50,1991,1,"Vermont",11733,NA,NA,NA,568606,21860,243492,240769,239903,1243653391,0,396
"9987",9987,50,1991,2,"Vermont",11733,NA,NA,NA,568606,21909,237609,241758,245971,1286033153,0,409
"9988",9988,50,1991,3,"Vermont",11733,NA,NA,NA,568606,21813,237123,241303,248110,1288491070,0,409
"9989",9989,50,1991,4,"Vermont",11733,NA,NA,NA,568606,21792,247756,244765,246336,1373921515,0,429
"9990",9990,50,1992,1,"Vermont",12538,2321.97368421053,NA,NA,572751,21793,241833,242086,241751,1294351393,0,412
"9991",9991,50,1992,2,"Vermont",12538,2321.97368421053,NA,NA,572751,21977,239679,243993,248120,1347321568,0,425
"9992",9992,50,1992,3,"Vermont",12538,2321.97368421053,NA,NA,572751,22227,241434,243687,252850,1360343430,0,425
"9993",9993,50,1992,4,"Vermont",12538,2321.97368421053,NA,NA,572751,22189,253222,250215,253227,1504781800,0,459
"9994",9994,50,1993,1,"Vermont",13027,NA,NA,NA,577748,22070,247812,247867,247929,1315088674,0,408
"9995",9995,50,1993,2,"Vermont",13027,NA,NA,NA,577748,22205,246305,250224,255649,1405040008,0,431
"9996",9996,50,1993,3,"Vermont",13027,NA,NA,NA,577748,22238,247891,250303,258557,1450549248,0,442
"9997",9997,50,1993,4,"Vermont",13027,NA,NA,NA,577748,22069,258962,256251,258818,1556175657,0,464
"9998",9998,50,1994,1,"Vermont",13689,NA,NA,NA,583836,21893,254021,254075,255303,1396015349,0,422
"9999",9999,50,1994,2,"Vermont",13689,NA,NA,NA,583836,21988,252959,257364,262874,1455857728,0,435
"10000",10000,50,1994,3,"Vermont",13689,NA,NA,NA,583836,22039,253939,255894,265630,1499913569,0,446
"10001",10001,50,1994,4,"Vermont",13689,NA,NA,NA,583836,22094,265703,263743,267272,1599948670,0,463
"10002",10002,50,1995,1,"Vermont",13891,NA,NA,NA,589002,22034,262901,262790,263983,1526548726,0,446
"10003",10003,50,1995,2,"Vermont",13891,NA,NA,NA,589002,22184,261369,265143,269082,1528625926,0,443
"10004",10004,50,1995,3,"Vermont",13891,NA,NA,NA,589002,22264,259255,261640,271273,1548987176,0,451
"10005",10005,50,1995,4,"Vermont",13891,NA,NA,NA,589002,22298,272241,269380,273366,1667188802,0,472
"10006",10006,50,1996,1,"Vermont",14672,NA,NA,NA,593701,22193,267882,267256,267092,1609176111,0,463
"10007",10007,50,1996,2,"Vermont",14672,NA,NA,NA,593701,22355,265427,269718,273789,1624417314,0,463
"10008",10008,50,1996,3,"Vermont",14672,NA,NA,NA,593701,22457,264331,267752,274558,1624194154,0,465
"10009",10009,50,1996,4,"Vermont",14672,NA,NA,NA,593701,22557,274366,271673,275936,1758053070,0,494
"10010",10010,50,1997,1,"Vermont",15542,2746.43463497453,NA,NA,597239,22542,268933,269484,268961,1682839390,0,481
"10011",10011,50,1997,2,"Vermont",15542,2746.43463497453,NA,NA,597239,22755,268725,273028,277774,1693795729,0,477
"10012",10012,50,1997,3,"Vermont",15542,2746.43463497453,NA,NA,597239,22873,268884,272319,279005,1701357279,0,479
"10013",10013,50,1997,4,"Vermont",15542,2746.43463497453,NA,NA,597239,22936,280342,276760,282089,1916143841,0,527
"10014",10014,50,1998,1,"Vermont",16143,NA,NA,NA,600416,22783,275523,276853,276902,1766333113,0,492
"10015",10015,50,1998,2,"Vermont",16143,NA,NA,NA,600416,22960,276010,280280,284284,1826170965,0,501
"10016",10016,50,1998,3,"Vermont",16143,NA,NA,NA,600416,22824,274626,277869,284835,1828737973,0,504
"10017",10017,50,1998,4,"Vermont",16143,NA,NA,NA,600416,22800,284317,282210,287195,2042189592,0,552
"10018",10018,50,1999,1,"Vermont",17218,NA,NA,NA,604683,22958,281672,282561,283061,1832956512,0,499
"10019",10019,50,1999,2,"Vermont",17218,NA,NA,NA,604683,23109,283150,286037,289594,1935460907,0,520
"10020",10020,50,1999,3,"Vermont",17218,NA,NA,NA,604683,23232,282101,284192,290634,1978727027,0,533
"10021",10021,50,1999,4,"Vermont",17218,NA,NA,NA,604683,23364,294334,293112,297011,2196249772,0,573
"10022",10022,50,2000,1,"Vermont",17799,NA,NA,NA,609618,23562,291489,291559,293281,2064572616,0,544
"10023",10023,50,2000,2,"Vermont",17799,NA,NA,NA,609618,23745,289702,294862,300062,2125141425,0,554
"10024",10024,50,2000,3,"Vermont",17799,NA,NA,NA,609618,23828,290260,293016,299209,2062634024,0,539
"10025",10025,50,2000,4,"Vermont",17799,NA,NA,NA,609618,24062,300883,298271,304656,2298440622,0,587
"10026",10026,50,2001,1,"Vermont",18725,NA,NA,NA,612223,23888,299252,298039,298057,2225559136,1154119761,574
"10027",10027,50,2001,2,"Vermont",18725,NA,NA,NA,612223,24020,294990,297824,302890,2244590982,402637329,578
"10028",10028,50,2001,3,"Vermont",18725,NA,NA,NA,612223,24308,292500,295133,299607,2174408887,250539098,566
"10029",10029,50,2001,4,"Vermont",18725,NA,NA,NA,612223,24409,300133,297650,300165,2366908715,188705679,608
"10030",10030,50,2002,1,"Vermont",19604,3195.33658536585,NA,NA,615442,23508,295784,294224,294138,2249026045,1144233805,587
"10031",10031,50,2002,2,"Vermont",19604,3195.33658536585,NA,NA,615442,23738,292623,295012,300472,2269068872,388757945,590
"10032",10032,50,2002,3,"Vermont",19604,3195.33658536585,NA,NA,615442,23959,289625,293167,297428,2219399666,237059417,582
"10033",10033,50,2002,4,"Vermont",19604,3195.33658536585,NA,NA,615442,23900,297745,295188,299908,2433484078,182483198,629
"10034",10034,50,2003,1,"Vermont",20670,NA,NA,NA,617858,23760,292964,292450,291745,2276314059,1130605184,599
"10035",10035,50,2003,2,"Vermont",20670,NA,NA,NA,617858,23974,288852,293145,298492,2320489752,367787886,608
"10036",10036,50,2003,3,"Vermont",20670,NA,NA,NA,617858,24074,289173,292362,297625,2282693916,233864412,599
"10037",10037,50,2003,4,"Vermont",20670,NA,NA,NA,617858,24050,298205,296263,301460,2566444588,182812752,661
"10038",10038,50,2004,1,"Vermont",21992,3699.32524271845,2479.908,720.094,619920,24055,294340,294950,294862,2357103102,1146204665,615
"10039",10039,50,2004,2,"Vermont",21992,3699.32524271845,2479.908,720.094,619920,24292,293914,297730,302570,2455665875,384624375,634
"10040",10040,50,2004,3,"Vermont",21992,3699.32524271845,2479.908,720.094,619920,24527,294473,296947,302697,2453247845,251918181,633
"10041",10041,50,2004,4,"Vermont",21992,3699.32524271845,2479.908,720.094,619920,24577,303285,300978,304699,2664734444,193884967,677
"10042",10042,50,2005,1,"Vermont",23276,4160.79952942241,2961.492,550.004,621215,24376,298081,297839,297759,2472899492,1167110887,639
"10043",10043,50,2005,2,"Vermont",23371,4160.79952942241,2961.492,550.004,621215,24444,297117,300196,304230,2518268917,380881982,645
"10044",10044,50,2005,3,"Vermont",23584,4160.79952942241,2961.492,550.004,621215,24691,296913,299450,304027,2587299725,255247308,663
"10045",10045,50,2005,4,"Vermont",23924,4160.79952942241,2961.492,550.004,621215,24759,304440,302803,308167,2712095650,190086199,684
"10046",10046,50,2006,1,"Vermont",24217,4440.73969531521,3170.907,585.924,622892,24509,300943,300995,300640,2691218252,1208596670,688
"10047",10047,50,2006,2,"Vermont",24380,4440.73969531521,3170.907,585.924,622892,24615,298552,302365,308281,2621573341,365719915,665
"10048",10048,50,2006,3,"Vermont",24411,4440.73969531521,3170.907,585.924,622892,24784,296663,300810,305925,2632639930,244662322,672
"10049",10049,50,2006,4,"Vermont",24268,4440.73969531521,3170.907,585.924,622892,24691,307918,305753,309616,2830950417,185672853,708
"10050",10050,50,2007,1,"Vermont",24510,4711,3410.5,635.792,623481,24829,301453,301646,301538,2761399751,1216653320,704
"10051",10051,50,2007,2,"Vermont",24808,4711,3410.5,635.792,623481,24881,297587,302705,308469,2744550667,362028102,697
"10052",10052,50,2007,3,"Vermont",25099,4711,3410.5,635.792,623481,24829,298041,302152,305832,2743213487,248108788,699
"10053",10053,50,2007,4,"Vermont",24977,4711,3410.5,635.792,623481,24793,306822,305318,309807,2965037724,191387573,742
"10054",10054,50,2008,1,"Vermont",25449,4698,3436.407,644.26,624151,24816,302600,302565,301173,2883029731,1228980588,734
"10055",10055,50,2008,2,"Vermont",25367,4698,3436.407,644.26,624151,25035,299175,303272,306201,2825909349,347095942,718
"10056",10056,50,2008,3,"Vermont",25545,4698,3436.407,644.26,624151,25155,297179,300923,304691,2822463937,236972709,721
"10057",10057,50,2008,4,"Vermont",25505,4698,3436.407,644.26,624151,24847,306817,302335,304587,3067778641,176017610,775
"10058",10058,50,2009,1,"Vermont",25273,4715,3404.188,718.207,624817,24943,294616,295093,291449,2747155606,1169625252,719
"10059",10059,50,2009,2,"Vermont",25207,4715,3404.188,718.207,624817,24627,288349,292613,294221,2749602704,320903884,725
"10060",10060,50,2009,3,"Vermont",25760,4715,3404.188,718.207,624817,24591,285157,289281,292864,2756164202,211981896,733
"10061",10061,50,2009,4,"Vermont",25868,4715,3404.188,718.207,624817,24372,296108,292563,296561,3086068462,162164745,805
"10062",10062,50,2010,1,"Vermont",25994,4717,3425.605,732.046,625982,24205,288734,290201,289209,2686579246,1270893620,714
"10063",10063,50,2010,2,"Vermont",26546,4717,3425.605,732.046,625982,24345,289909,291998,294213,2854313141,464236738,752
"10064",10064,50,2010,3,"Vermont",26918,4717,3425.605,732.046,625982,24253,290849,290931,294740,2859208873,283930333,753
